"prey","bait","Enrichment_score","Specificity_score","Sum_scores","Borda_scores"
"1700001O22Rik","Rab5GDP",0,0.402191385769275,0.402191385769275,8.70941086457536
"1700001O22Rik","Rab5GTP",0,0.364680635379075,0.364680635379075,6.92745861733203
"1700001P01Rik","di4spUb",0,0.180286936354296,0.180286936354296,3.09612141652614
"1700001P01Rik","Rab5GDP",0,0.399346211652549,0.399346211652549,8.63017437452616
"1700001P01Rik","Rab5GTP",0,0.358234308649159,0.358234308649159,6.59207783182766
"1700003M02Rik","di4spUb",0,0.156595737414746,0.156595737414746,2.71209377680358
"1700003M02Rik","Rab5GDP",0,0.240530010542679,0.240530010542679,3.78179401993355
"1700003M02Rik","Rab5GTP",0,0.302278880797726,0.302278880797726,4.7648388447049
"1700006A11Rik","di4spUb",0,0.176056979793856,0.176056979793856,3.01861575178998
"1700006A11Rik","Rab5GDP",0,0.143171148644441,0.143171148644441,2.53455646597791
"1700006A11Rik","Rab5GTP",0,0.350356600979469,0.350356600979469,6.24626865671642
"1700006E09Rik","di4spUb",0,0.150912453489053,0.150912453489053,2.63353692393115
"1700006E09Rik","Rab5GDP",0,0.203290716983872,0.203290716983872,3.46668290900231
"1700006E09Rik","Rab5GTP",0,0.286933320132913,0.286933320132913,4.45910372923848
"1700007B14Rik","di4spUb",0,0.143592300065988,0.143592300065988,2.5389659633314
"1700007B14Rik","Rab5GDP",0,0.123346820757488,0.123346820757488,2.33654911942198
"1700007B14Rik","Rab5GTP",0,0.267092145049491,0.267092145049491,4.12136133236785
